index	sentence1	sentence2	label
24104	Do you like going to the movies?	I go very rarely.	contradiction
24105	Do you want to go for something to eat?	I don't have an appetite right now.	contradiction
24106	Have you been living here all this time?	We just came back.	contradiction
24107	Do you hear rattling noise from the brakes when driving on rough pavement?	Yes, whenever I hit the brakes in such situations there's a serious rattle.	entailment
24108	Are you looking for a new challenge?	I'd prefer to stay in my industry.	contradiction
24109	Do you like mystery novels?	I prefer fantasy novels.	contradiction
24110	Did you go to that Argentinian restaurant last weekend ?	it was fully booked	contradiction
24111	Are you living close?	Just around the corner.	entailment
24112	Do you get engulfed in the story?	You mean engrossed?	neutral
24113	Do you have a nice trip?	Parts have been alright.	entailment
24114	Do you have an interest in movies?	I prefer tv shows.	contradiction
24115	Have you got any kids?	We have a five-year-old daughter and a baby boy.	entailment
24116	Do you hear ticking sounds only when the car is moving?	I have only heard it when the car is moving.	entailment
24117	Is fuel getting to the last fuel filter in line?	What is the location of the last filter?	neutral
24118	Do you hear the ticking sound only when you take a turn or when the road curves?	I hear the ticking sound even when driving straight.	contradiction
24119	Have you lived in the Pacific Northwest for a long time?	I've been here about 10 years.	entailment
24120	Do you hear a clunking noise from your car, as opposed to ticking noise?	How does it help to know if the car is making clunking or ticking?	neutral
24121	Have you seen the new Stephen King movie?	I've only read the book	contradiction
24122	Do you want to live inside the city?	I would prefer the heart of the city.	entailment
24123	Do you hear a clunking noise from your car, as opposed to ticking noise?	There's no clunking sound.	contradiction
24124	Did you hear about the event next week?	I'm looking forward to it.	entailment
24125	Does the brake pedal go all the way to the floor?	It does go to the floor.  I don't have a problem doing that.	entailment
24126	Are you using your laptop on a hard and flat surface?	I mostly use the laptop in the kitchen. So it is normally on a flat hard surface.	entailment
24127	You like spicy food?	I can't handle it.	contradiction
24128	Did you have a nice trip?	It was a calm flight.	entailment
24129	You wanna hit a country-western bar tonight?	That sounds terrible.	contradiction
24130	Do you have a car?	I drive a sedan.	entailment
24131	Have you read any Stephen King novels?	The Stand is about my favorite book of his.	entailment
24132	Do you enjoy yardwork?	Mowing the lawn is chill.	entailment
24133	Does the laptop boot normally and display the Windows Desktop?	After having the laptop start as it should and booting it up, I still can't see windows desktop.	contradiction
24134	Did you see the last Avengers movie in theaters?	It wasn't as good as I'd hoped.	entailment
24135	Does the car stall in rain?	My car doesnt stall in rain.	contradiction
24136	Do you listen to classical music?	I like to turn to a classical station on my commute.	entailment
24137	Are you busy this weekend?	I didn't make any plans.	contradiction
24138	Do you need to pump the brake pedal several times before it firms up?	The brake do need to be pumped many times in order to stop.	entailment
24139	Did you recently change your car tires?	My tires have not been changed for three years.	contradiction
24140	Is your laptop's firewall blocking you from getting onto the web?	My laptop's firewall isn't blocking me.	contradiction
24141	Is the voltage regulator in your car good?	The car's voltage regulator is not in good shape.	contradiction
24142	Do you want to go to the city centre?	I'd prefer to go to the beach.	contradiction
24143	Have you been considering this for awhile?	Probably the past year.	entailment
24144	Want to grab a bite to eat?	Can we check out the diner?	entailment
24145	Does your Windows boot and display the desktop?	Windows loads up and I can see the desktop.	entailment
24146	When you turn the key, does the starter crank?	Does the starter work with the key?	entailment
24147	Do you travel any?	Once a week.	entailment
24148	Have you researched the areas you are interested in?	It's so easy to do now online.	entailment
24149	Want to share a taxi back to Heswall ?	I think I'll walk, but thanks.	contradiction
24150	Do you like to spend your weekends at home?	I try to study and get out in nature.	contradiction
24151	Have you ever listened to Papa Roach?	I did a while back	entailment
24152	Does the car stop when you apply the brakes?	My car stops fine when the brakes are applied.	entailment
24153	Does the laptop's LCD image get scrambled over time, like showing bits of overlayed images?	It does not appear to be scrambled.	contradiction
24154	Did you grow up in this city?	I grew up elsewhere.	contradiction
24155	Did you go shopping in town last weekend ?	I wasn't in town at all last weekend.	contradiction
24156	Did you move from near-by?	Out of town	contradiction
24157	Have you looked into the housing costs?	I have a good idea.	entailment
24158	Have you seen my new place before?	I've always wanted to.	contradiction
24159	Want to read a new novel based on a true story?	Always love recommendations.	entailment
24160	Do you go skiing on the weekend at all?	I prefer more chill sports.	contradiction
24161	I could really go for some BBQ, are you down?	I'm super hungry.	entailment
24162	Are you up for going to the museum tomorrow?	I'm excited to see the new exhibitions.	entailment
24163	Do you like Rnb?	I prefer classical.	contradiction
24164	When the power supply is connected to the laptop, does the power LED flicker?	The power LED does not flicker when the power supply is connected to the laptop.	contradiction
24165	Are you into going to festivals?	They're a little crowded for my taste.	contradiction
24166	Are you okay?	I've been stressed about work.	contradiction
24167	Is there a pinhole leak in radiator hose or at the clamps?	I cannot see a pinhole leak either in the radiator hose or at the clamps.	contradiction
24168	Does the car stop when you apply the brakes?	The car is definitely coming to a stop. The brakes seem to be working okay.	entailment
24169	Are you able to boot your Windows in Safe Mode?	It boots up successfully. Everything is working well in that mode.	entailment
24170	Do you see coolant drips on the ground from overflow reservoir?	The overflow reservoir is not dripping anything on the ground.	contradiction
24171	Want to go for a hike?	Maybe some other time.	contradiction
24172	Are you happy?	I feel very thankful.	entailment
24173	Do you usually have to work late?	When it's time to get off, I get to leave.	contradiction
24174	Are you into hip hop?	It's not my cup of tea.	contradiction
24175	"When you turn on the laptop, does it show ""momentary signs of life"" before dying?"	Can you explain what you mean by those signs?	neutral
24176	Do you enjoy working in a team environment?	It's OK.	neutral
24177	Will you take the subway back?	I'm walking.	contradiction
24178	Have you ever tried Indian food?	I tried it once growing up.	entailment
24179	Are you skilled with the guitar?	I've never played a string instrument.	contradiction
24180	Are you interest in current science fiction books?	I prefer to read Trudi Canavan novels.	contradiction
24181	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	I have internet access when the laptop is connected to the router via ethernet cable.	entailment
24182	Are you in a band?	Haven't been in a band in over 20 years.	contradiction
24183	Did you get everything finished?	I have so much to do.	contradiction
24184	Does the problem go away after redoing the display connections in your laptop?	No, the issue is not gone. 	contradiction
24185	Have you ever been to Glastonbury?	I saw a concert there once.	entailment
24186	Have you ever ready Stephen King books?	They're too scary for me.	contradiction
24187	Are you going to a show this weekend?	I'm staying in and doing chores.	contradiction
24188	Are you all headed out now?	Want to join us?	entailment
24189	Do you like your colleagues?	I get on with all my workmates.	entailment
24190	Are you a fan of alternative music?	You could say that.	entailment
24191	You taking off too?	As always	entailment
24192	Do you enjoy heavy metal?	I really don'	contradiction
24193	Do you like going out for movies?	I think movie theaters are way too expensive.	contradiction
24194	Are you okay walking a few blocks to a subway stop?	I tire very easily.	contradiction
24195	Do you see at least one network in your list of available networks?	I tried to recall but I can't remember the username or password.	neutral
24196	Your car's pressure relief system has failed so replacing the cap and properly filling the cooling system will solve the problem.	That sounds like an easy fix, thanks for the insight.	neutral
24197	Are you using your laptop in a hot environment?	I am not using my laptop in a hot place. I'm trying to use my laptop in the library which has a very cold temperature.	contradiction
24198	How you seen the scooter rentals?	I didn't know that was a thing.	contradiction
24199	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	The ethernet cable allows me to connect now.	entailment
24200	Are you able to connect to the network if the security in your router is disabled?	I'm not able to connect to the network with disabled router security.	contradiction
24201	Have you read the book 'The Secret'?	I have read it a few times.	entailment
24202	Is there an open circuit with your car's key in 'run/ON' position?	Yes, I'm experiencing an open circuit when I turn the car key to run/ON.	entailment
24203	Do you need to pump the brake pedal several times before it firms up?	The brake pedal does not feel firm after a lot of pumping. 	contradiction
24204	Do you like heavier music?	I like background music.	contradiction
24205	Does your laptop boot using a Windows DVD?	Negative on that. That's not working.	contradiction
24206	Please plug in the AC power adapter to your laptop. Does it boot now?	The laptop doesn't boot up even if I do that.	contradiction
24207	Do you see coolant drips on the ground from overflow reservoir?	I don't see any coolant drips on the ground from the overflow reservoir. 	contradiction
24208	Have you been to a concert recently?	It's been a few years.	contradiction
24209	Is your coolant temperature warning light ON?	Yeah, the coolant temperature light is on. The warning came on since I noticed overheating.	entailment
24210	Do you still play guitar?	I gave it up years ago.	contradiction
24211	Are you staying at a hotel?	My sister is putting me up.	contradiction
24212	Are you still playing the guitar?	I gave it up years ago.	contradiction
24213	Interested in hitting the outlet mall?	I love a bargain.	entailment
24214	Is the wireless adapter switched ON or enabled in software?	In software, the wireless adapter is turned OFF.	entailment
24215	Would you like something European?	I like listening to world music.	entailment
24216	Have you played guitar for long?	My family got me going young.	entailment
24217	Do you like music you can dance to?	I prefer to listen to rock music.	contradiction
24218	Have you lived in New York before?	I have never lived in it	contradiction
24219	Would you like to go camping this weekend at the park?	I'll bring my tent.	entailment
24220	Could you go for a salad?	I'd rather have something more filling.	contradiction
24221	Do you hear the brakes scrape or grind?	No, I don't hear anything like that when I apply them.	contradiction
24222	Are you making more than 80 thousand dollars a year?	I wish!	contradiction
24223	Can you smell burning or see smoke coming out of the laptop?	No, I do not see smoke or a burning smell coming from it.	contradiction
24224	Have you heard of ACDC?	Who hasn't	entailment
24225	Have you heard of Alt J?	I don't know that.	contradiction
24226	Is there an open circuit with your car's key in 'run/ON' position?	How should I go about checking for the open circuit?	neutral
24227	Would you like to have dinner?	I have plans with my husband.	contradiction
24228	Do you have a specific go-to genre of music you like to listen to?	Jazz, mostly.	entailment
24229	Do you like Mexican?	it is a favorite of mine	entailment
24230	Are you here visiting from out of town?	I am indeed	entailment
24231	Can you check if a fusible link has blown?	I do not know where the fusible link is, nor how to check it.	neutral
24232	Do you like Korean food?	Asian food makes me sick.	contradiction
24233	Are you working currently?	I'm freelancing.	entailment
24234	Do you like trying new activities?	Depends what it is	neutral
24235	Are your brothers and sisters nearby?	They've all moved away.	contradiction
24236	Do you meet up with friends on weekends?	If they are free	entailment
24237	Have you lived in Europe?	I've never left the United States.	contradiction
24238	Does you car have a engine temperature gauge on the dashboard?	I have an engine temperature gauge on the dashboard.  The gauge is next to the radio on button.	entailment
24239	Do you get the live BIOS splash screen just after you start your computer?	The splash screen does show up after I boot up the computer.	entailment
24240	Have you been to the old neighborhood in the last year?	I haven't been in years	contradiction
24241	When the power supply is connected to the laptop, does the power LED flicker?	Is there a specific reason behind the flickering of the power LED light?	neutral
24242	Are you planning on walking to work?	I'll take the subway.	contradiction
24243	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	I tried that and it works.	entailment
24244	Do you like fiction?	My favorite stories are about medieval wizards and dragons.	entailment
24245	Do you want to grab a drink?	that would be great	entailment
24246	Want to visit some properties to view?	It would be great to visit some properties.	entailment
24247	Do you have any plans this weekend?	We're going snowshoeing.	entailment
24248	Do you recognize me?	You haven't changed a bit.	entailment
24249	Can it have a heavy bass?	I prefer classical music.	contradiction
24250	Want to visit some properties to view?	I'm interested in going to some open houses.	entailment
24251	Do you have family from around here?	They are not	contradiction
24252	Did you change the laptop power management settings recently?	There have been recent changes to the laptop's options regarding power usage.	entailment
24253	Do you get the live BIOS splash screen just after you start your computer?	The live BIOS splash screen shows after turning on the laptop.	entailment
24254	Have you got a car?	I used to own a car.	contradiction
24255	Want to go to the beach?	I'd love a swim in the ocean.	entailment
24256	Would you like to have a bar-b-que?	If bring the grill, I'll bring the meat.	entailment
24257	Do you prefer biographies?	I like learning about other people.	entailment
24258	Have you ever been to a live rock gig?	Many years ago	entailment
24259	Would you like to eat local cuisine?	I'm game to try anything.	entailment
24260	Did you recently change your car tires?	They were changed last week at the repair shop.	entailment
24261	Have you stayed in touch with anyone from school?	I haven't heard from anyone in years.	contradiction
24262	Want to grab a drink?	I'm getting a bit thirsty.	entailment
24263	Were you born in this area?	I was born close by	entailment
24264	Are you a fan of bars?	I don't like loud places.	contradiction
24265	Do you like science fiction books?	They're too much for me.	contradiction
24266	Do you know how much flats usually go for?	Some friends that live there gave me some typical price ranges.	entailment
24267	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	I connected the router to the laptop with an Ethernet cable. I was able to access the Internet that way.	entailment
24268	Can you handle really spicy food?	I order everything extra spicy.	entailment
24269	Are you facing any issue with accessories such as wipers, radio or heater blower?	I am not experiencing any issue with them. 	contradiction
24270	Have you lived here long?	I've been here my whole life.	entailment
24271	Did you want to go out tonight?	I would love to	entailment
24272	Do you smell antifreeze? It's usually a sweet smell.	I can't catch a whiff of any such smell.	contradiction
24273	Have any children?	I have none at the moment	contradiction
24274	Are you able to see anything on your laptop's screen?	I see many different things on it.	entailment
24275	Do you smell antifreeze? It's usually a sweet smell.	I'm trying to smell the antifreeze based on your description. I cannot smell the antifreeze. 	contradiction
24276	This is a sign of an overheating video processor. Replace the thermal compound on the video processor and turn off the harware acceleration option in display settings.	Oh wow, I didn't realize how simple of a fix that was. I just switched off the hardware acceleration option. Thank you so much!	neutral
24277	How about booth seating?	Booth seating is comfy.	entailment
24278	Would you like to go for a drink?	I'm going for a drink with my partner.	contradiction
24279	Is your BIOS set to hibernate the laptop in case of low battery?	How do I see that?	neutral
24280	Are you able to connect to the network if the security in your router is disabled?	I can recall the router's username and password.	entailment
24281	Is your car's radiator leaking from finned section?	there isn't any visible leak anywhere.	contradiction
24282	Have you tried cake pops?	I've always wanted to.	contradiction
24283	Want to go for a bike ride tomorrow?	Let me check my calendar.	neutral
24284	Is the emergency parking brake working properly?	Can you tell me how to ensure the parking brake is in good condition?	neutral
24285	Does the laptop power up without the battery in it?	It's booting up alright.	entailment
24286	Do you talk to any of our old friends?	I keep up with many of them online.	entailment
24287	Do you like African music?	It's got a deep feeling to it.	entailment
24288	Please tell me if your laptop battery is overheating?	It does not appear so.	contradiction
24289	Have you found a job already?	I'm still sending out my resume.	contradiction
24290	Do you want to go see a movie tonight?	Let's see an action film.	entailment
24291	Are you able to see anything on your laptop's screen?	It's not showing me anything.	contradiction
24292	Do you like serene, and calm music?	I do play a lot of Chopin.	entailment
24293	Do you need a nap?	I would like to catch some sleep before I go out.	entailment
24294	Are you a kind ?	Can you rephrase the question?	neutral
24295	Have you ever been to ACL?	It was fun.	entailment
24296	Do you have any furniture?	I've yet to buy any.	contradiction
24297	Would you like a romance story?	They can be pretty mushy.	contradiction
24298	Do you enjoy fiction?	I only read factual literature.	contradiction
24299	Have you been to the new adventure park?	I like thrill rides.	entailment
24300	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	The laptop LED light turns on when an external power source is connected.	entailment
24301	Do you want to meet up this weekend?	I'll be working over the weekend.	contradiction
24302	Are you hungry?	I'm famished.	entailment
24303	Did you know we have a world-famous zoo here?	I did not know about the zoo.	contradiction
24304	Please tell me if your laptop battery is overheating?	The battery isn't overheating at all.	contradiction
24305	Do you recognize me?	Of course I recognize you.	entailment
24306	Do you want to switch fields?	My new job is in the same industry.	contradiction
24307	Have you liked living in your house ?	This is the nicest house I've ever lived in.	entailment
24308	Can the laptop access the internet if you connect it directly to the router with an Ethernet cable?	It is able to connect to the internet.	entailment
24309	Have you got a car?	I plan to walk and take the subway everywhere.	contradiction
24310	Will you have to share the flat with anyone?	I will have the flat to myself for now.	contradiction
24311	Do you like acoustic music?	I'm a fan	entailment
24312	When you connect the charger to your laptop, is the power connector loose?	The power connector is not loose when the laptop is connected to the charger. It's actually very secure to be quite honest.	contradiction
24313	Does the router have default settings?	How do I check for that?	neutral
24314	Is the antifreeze level in your overflow tank up to the mark?	The antifreeze level in my overflow tank does hit the mark. 	entailment
24315	Any pets?	My cats are my best friends.	entailment
24316	Do you like books by Steven King?	His books are long and daunting.	contradiction
24317	Does the car make a noise only when you drive over a bump or a dip on the road?	It doesn't happen only when it goes over a bump.  It is present all the time.	contradiction
24318	Would you go to a football game with me?	I'd rather see a baseball game instead.	contradiction
24319	Do you live here?	I live down the street.	entailment
24320	Do you smell antifreeze? It's usually a sweet smell.	There is no noticeable sweet smell of antifreeze.	contradiction
24321	Do you listen to rap?	The Notorious B.I.G. is my favorite artist.	entailment
24322	Can you sing?	I don't have a good voice.	contradiction
24323	Do you get the live BIOS splash screen just after you start your computer?	Wait, what's a BIOS splash screen?	neutral
24324	Does the parking brake ratchets (or moves) without force?	The parking brake doesn't ratchet if I don't use any force.	contradiction
24325	Do you have any fun plans for the weekend?	Nothing planned yet	contradiction
24326	Have you lived there your whole life?	I lived there for a while	contradiction
24327	Do you see the splash screen if you connect your laptop to an external working monitor?	I can see the splash screen after connecting the monitor.	entailment
24328	When the power supply is connected to the laptop, does the power LED flicker?	The power LED does not flicker. The laptop is connected but I don't see any flickering.	contradiction
24329	Do you like Italian cuisine over Mexican cuisine?	Pizza is my favorite food.	entailment
24330	Are you using your laptop in a hot environment?	There's not a lot of heat where I am working on it.	contradiction
24331	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	I found the active heat sink, it was pretty easy to spot. I will get it replaced. Thank you for helping me!	neutral
24332	Are you interested in cars?	I love cars	entailment
24333	Does your battery run down in just a few days?	My battery does not need recharging after just a few days. Its good at holding a charge for long periods of time.	contradiction
24334	Can you give me a ride home?	I don't have a car today.	contradiction
24335	Do you have energy to go out tonight?	I'm far too tired.	contradiction
24336	Do you want to crash at my place?	I only live a couple blocks away, so getting home will be no issue.	contradiction
24337	Would you eat Mediterranean food?	I'm on the Mediterranean Diet.	entailment
24338	Are you planning any trips this year?	I'm going to visit my sister in Austin.	entailment
24339	Do you work near by?	I'll be at the store downtown.	neutral
24340	Did you used to live in my old neighborhood?	I moved only recently from there	entailment
24341	Are you computer savvy?	I let me assistants deal with the digital things.	contradiction
24342	Can you hear the CPU fan or the hard drive spin?	I do not hear the hard drive or CPU fan spinning.	contradiction
24343	Have you read about the city?	I'm thinking about it.	contradiction
24344	Do you hear a clunking noise from your car, as opposed to ticking noise?	It is not more like clunking. It is ticking.	contradiction
24345	Do you have a gluten allergy?	I have to avoid it.	entailment
24346	Are you looking for a role with a flexible schedule?	I prefer the stability of a set schedule.	contradiction
24347	Want to visit some properties to view?	I've seen them all already.	contradiction
24348	Do you like any sports?	I am quiet sporty	entailment
24349	Do you like neo soul?	I prefer pop.	contradiction
24350	Does your Windows boot and display the desktop?	The Windows desktop has loaded.	entailment
24351	Do you want to see a movie later?	Going to the cinema is one of my favourite leisure activities. i	entailment
24352	Do you like reading books?	I'm a biography fan.	entailment
24353	You have any change of clothes?	I need to go shopping for some.	contradiction
24354	Are you satisfied with how things have turned out?	In general things are good.	entailment
24355	Would you like to go eat Italian food?	I love eating pasta and meatballs.	entailment
24356	Do you still sleep with the lights on?	Leaving the lights on all night is irresponsible.	contradiction
24357	When you turn the key, does the starter crank?	No. There is no cranking happening.	contradiction
24358	Does your car have a mechanical distributor?	The distributor is electrical.	entailment
24359	"When you turn on the laptop, does it show ""momentary signs of life"" before dying?"	When I try to start the laptop up, the laptop immediately dies and doesn't give off any noise or indications of life at all.	contradiction
24360	Do you still enjoy scary movies?	I grew out of my horror phase.	contradiction
24361	Did you already booked a hotel?	Not yet.	contradiction
24362	Is your house nearby?	My flat is located Downtown.	neutral
24363	Does the car make ticking sound only when it is cold?	The car only makes the ticking noise when it is cold.	entailment
24364	Is reggae your thing?	More than any other music.	entailment
24365	Do you like the area of town it's in?	It's a great neighborhood.	entailment
24366	Does the LCD display have a tinted screen or uneven illumitation?	There is no unusual odd tint or uneven illumination.	contradiction
24367	Are you going to relocate?	I will move to be closer to the new job.	entailment
24368	Is crime low in this neighborhood?	I hope so.	neutral
24369	Would you like to learn more about history?	I think it could really help our foreign policy decisions.	entailment
24370	Can you play football?	I've never been taught to play football.	contradiction
24371	Do you like parties?	I don't handle crowds well.	contradiction
24372	Did you just make this decision?	I've been thinking about it for a while.	contradiction
24373	Is your laptop display rotated 90 degrees or upside-down?	The screen isn't rotated 90 degrees.	contradiction
24374	Are you interested in arts?	I've played music all my life.	entailment
24375	Have any weekend plans?	I am going to the cinema on Saturday and shopping on Sunday.	entailment
24376	Do you prefer a quiet setting?	I do not like loud noises.	entailment
24377	Did you recently inspect the threads in your car tires?	I haven’t had the chance to check them.	contradiction
24378	When you connect the charger to your laptop, is the power connector loose?	I don't think the connector is loose.	contradiction
24379	Can you handle spicy foods?	I don't eat them very often.	contradiction
24380	Do you know what neighborhood you will buy it in?	I'm looking at flats in Brooklyn.	entailment
24381	Is your laptop display rotated 90 degrees or upside-down?	My laptop display is not rotated.	contradiction
24382	Are you going out tonight?	I'd rather go home and nap.	contradiction
24383	Shall we book a taxi to lift us?	How about an Uber?	contradiction
24384	Does the starter spin on turning ON the car?	No, when I turn on the car I don't hear anything.	contradiction
24385	Do you have a gluten allergy?	Sometimes I pretend that I do when I play shows to get free cape codders instead of beer.	contradiction
24386	Do you like cars?	I am not a fan	contradiction
24387	Is the brake fluid level OK?	I checked the brake fluid and it is at the proper level.	entailment
24388	Have you ever been to Glastonbury?	I've been about 5 times.	entailment
24389	When you start the laptop, do you see the splash screen with the Windows logo?	I do see that upon start up.	entailment
24390	Does the brake pedal go all the way to the floor?	The brake pedal goes all the way down to the floor.	entailment
24391	Are you looking for a job at the moment?	Trying.	entailment
24392	Are you trying to be more independent?	I would really like control over my schedule.	entailment
24393	Do you intend to live in the flat ?	A flat is all I can afford.	entailment
24394	You driving tonight?	Probably taking the train.	contradiction
24395	If you pull over and stay idle, does the car's temperature return to normal?	The car temperature does not go back to normal when I pull the car over and keep the car idle. 	contradiction
24396	Does your mom still make those delicious chocolate chip cookies?	She makes them whenever I come to visit.	entailment
24397	Are the battery terminals dirty?	No, I checked them to see if they are dirty but they are clean.	entailment
24398	Did you play a music instrument growing up?	I loved to play the guitar when I was young.	entailment
24399	Do you know how to play piano?	I took flute lessons.	contradiction
24400	Are you a fan of vampires?	I don't believe I am	contradiction
24401	Have you heard any new music recently?	Our local radio station plays good new artists.	entailment
24402	Do you live nearby?	I live a few miles away	entailment
24403	Will you be participating in any sporting activities on Saturday ?	I'm only seeing relatives on Sunday.	contradiction
24404	Did you change the laptop power management settings recently?	Yes, I have changed my power management settings recently. The old ones were not enough for me.	entailment
24405	Do you prefer to eat healthy food?	I always go for fast food.	contradiction
24406	Is it full-time?	it is at the minute	entailment
24407	Are you wanting creative fulfillment in your work?	I think everyone wants to be fulfilled and have a level of control.	entailment
24408	Do you like to eat out?	Eating out is a treat	entailment
24409	Are you worried about money?	The week  before payday is always stressful.	entailment
24410	Does the car stop when you apply the brakes?	My car doesn't come to a halt after pressing the brakes. I have to press them really hard and it still rolls.	entailment
24411	Did you want to borrow my copy of Shakespeare's Titus Andronicus?	I want to read the Tempest.	contradiction
24412	Are you facing an intermittent connection?	Yes, there is an intermittent network connection.	entailment
24413	Do you need to pump the brake pedal several times before it firms up?	No, they're firm without me pumping them repeatedly.	contradiction
24414	Were you able to sleep during the travel?	I can never doze off on a plane.	contradiction
24415	Does your laptop boot when all external devices are disconnected?	I just disconnected all external devices from my laptop. My laptop still does not boot.	contradiction
24416	Is a blotch or stain growing on your LCD?	No, that's not an issue.	contradiction
24417	Are you going to go out this weekend?	I think I might	entailment
24418	Are you driving home now?	I'm going to the pub.	contradiction
24419	Is it close to work?	The commute will take over an hour.	contradiction
24420	Do you like restaurants with buffets?	I always eat way too much at those!	entailment
24421	Do you like concerts?	Concerts are fun.	entailment
24422	Are you lactose intolerant?	I have some Lactaid with me.	entailment
24423	Are you a fan of pop music?	I like pop the best	entailment
24424	Would you like to go to the movies this weekend?	My schedule is totally open!	entailment
24425	Does your Windows boot and display the desktop?	After I start it, I am taken there.	entailment
24426	Is there steaming or leak from the cooling system?	I just checked on the cooling system. I don't see any evidence of steaming or leaking from the system. 	contradiction
24427	Are there any noises when you brake?	Yes, when I press on them I hear a lot of sounds.	entailment
24428	Does the neighborhood have a good reputation?	I feel safe when I go out for a run in the evening.	entailment
24429	Have you watched the x factor show	I am not familiar with that show.	contradiction
24430	Is there a leak at the car's water pump?	I checked that just now. I see one. 	entailment
24431	Do you like jazz concerts?	I'm not into jazz.	contradiction
24432	Do you still enjoy scary movies?	Not as much as I used to	contradiction
24433	Do you want to eat at chain restaurant?	I'd prefer to eat at an independent eatery.	contradiction
24434	Is it similar to your current role?	It is the exact same job title.	entailment
24435	Did you ever read any books by Robert Ludlum?	I don't think so	contradiction
24436	Does it pay better?	They pay twice as much.	entailment
24437	Do you see the splash screen if you connect your laptop to an external working monitor?	I can see the splash screen when I attach an external monitor.	entailment
24438	Are you into Chinese cuisine?	I'm a big fan.	entailment
24439	Do you have house chores to do this weekend?	I'll be scrubbing my floors until Monday.	entailment
24440	Please plug in the AC power adapter to your laptop. Does it boot now?	Nothing appears to be turning on.	contradiction
24441	Has this neighborhood changed during your time here?	It's more modern now.	entailment
24442	Does the LCD display have a tinted screen or uneven illumitation?	There is no uneven light or tint on the computer.	contradiction
24443	Do you have your kids this weekend?	They're with their mom.	contradiction
24444	Have you been to this area before?	Just when we were checking out the place.	entailment
24445	Are long books your thing?	I rarely read any other type of book.	entailment
24446	Does your laptop show the wireless network you are trying to connect to?	Where would it show that?	neutral
24447	Do you like your boss?	She sucks.	contradiction
24448	Did you stop anywhere on the way?	I didn't have time.	contradiction
24449	Have you ever tried Indian food?	I'd love to.	contradiction
24450	When you turn ON the laptop, do you hear a series of beeps?	I turned it on to check. It does beep when I power it on.	entailment
24451	Can you hear the CPU fan or the hard drive spin?	I don't hear any such noises.	contradiction
24452	Did your week go well?	My week was uneventful.	entailment
24453	Have you been to a book reading lately?	That's something I have never done.	contradiction
24454	Does one or more wheels drag too much?	How can I find out if they drag like that?	neutral
24455	Are you a Gemini?	I'm a Cancer.	contradiction
24456	This is an ISP problem. You should reach out to your network provider.	The problem was with my ISP. Thanks for pointing me in the right direction!	neutral
24457	Have you taken utilities bills into consideration?	I have thought about those	entailment
24458	Do you like blueberry pie?	I have to try it sometime	neutral
24459	Is the emergency parking brake working properly?	It's not working as it should.	contradiction
24460	Are you facing any issue with accessories such as wipers, radio or heater blower?	All of the accessories, including wipers, radio, and heater blower, are working properly.	contradiction
24461	Do you like crowds?	I prefer to avoid them.	contradiction
24462	Are you tired?	I'd like a nap.	entailment
24463	Are you okay to eat spicy food?	It makes my stomach turn.	contradiction
24464	Have you ever read The Education?	I am not familiar, could you tell me about it.	contradiction
24465	Would you prefer something already made?	Homemade meals are much better.	contradiction
24466	Is there anything special you wanted to see while you're here?	I'd love to see the local art gallery.	entailment
24467	When you turn ON the laptop, do you hear a series of beeps?	No, it makes no noises like that at all.	contradiction
24468	Do you enjoy the summer weather?	The weather was pretty nice around that time.	entailment
24469	Are you going to drive your car to work?	I'm riding my bike to work.	contradiction
24470	Have you heard the latest Selena Gomez song?	Who is that?	contradiction
24471	Are you open to going hiking tomorrow?	Resting would be better.	contradiction
24472	Are you getting bored at work?	My job could be more exciting.	entailment
24473	Does the LCD diaply blackout at random?	I have not had any random blackouts in the LCD monitor.	entailment
24474	Did you secretly have a crush on me in high school?	I thought you were really annoying.	contradiction
24475	Was your job stressful?	Sometimes it was	entailment
24476	Are you interested in educational books?	Any topic to further my education is interesting.	entailment
24477	Do you need amenities like a gym?	Having a gym would be a great perk.	entailment
24478	Aren't you happy it's Friday?	You bet, it's been a long week.	entailment
24479	Improper ignition timing leads a car to overheat in otherwise normal driving conditions. This is what's causing the issue.	Ok, that makes so much sense, thank you for the solution.	neutral
24480	Have you been active in the community before?	I was in my old neighborhood	entailment
24481	Does the laptop BIOS show that the hard drive is installed?	After checking the BIOS, it is showing the hard drive as installed.	entailment
24482	Have you seen anyone else from back then recently?	Tim got married to my cousin.	entailment
24483	Does your power button click when you press it down?	The power button clicks when pressed down. It makes an audible noise when clicked too.	entailment
24484	Is everything good?	I've had a difficult year.	contradiction
24485	Are you into mystery novels?	I like how puzzling they are.	entailment
24486	Does you car have a engine temperature gauge on the dashboard?	It's on the dash of the car.	entailment
24487	Do you like vegan food?	I'd rather have meat for dinner.	contradiction
24488	Did you know there's no sales tax in Oregon?	I had no idea.	contradiction
24489	You are facing overheating because of a hardware failure. You laptop's fan or temperature sensor is not working properly and you should replace it.	I put a new heat sensor in and that seemed to solve the problem. Thank you so much for diagnosing the problem!	neutral
