index	sentence1	sentence2	label
17977	Is that going to cost a lot?	I'm spending all of my savings.	entailment
17978	Are you facing any issue with accessories such as wipers, radio or heater blower?	None of my accessories such as wipers, heater blower are causing any issues.	contradiction
17979	Do you know how to read a music sheet?	I can read music for the piano.	entailment
17980	Just bought the new Star Wars video game, you want to just stay in and game all weekend?	Sounds like fun.	entailment
17981	Is the emergency parking brake working properly?	I need your help to check to see if it is working reliably. 	neutral
17982	Are you tired of working here?	I love working here.	contradiction
17983	Do you feel appreciated?	I think I'm disposable.	contradiction
17984	Do you smell antifreeze? It's usually a sweet smell.	No, I do not smell antifreeze.  I do not smell anything sweet.	contradiction
17985	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	It still does not start up even when all external devices are removed. I does not boot at all when I press the power button.	contradiction
17986	Do you like jazz music?	I think I should have been born in the Jazz Age.	entailment
17987	Can you hear the CPU fan or the hard drive spin?	Yes, I hear them spinning when it is powered on.	entailment
17988	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	Alright I cleaned the vents and replaced the heat sink and it worked like a charm.  Thank you so much.	neutral
17989	Are you going to login to the all-hands meeting online?	I don't want to go in person.	entailment
17990	Are you going to have roommates?	My place only has room for one person.	contradiction
17991	Is your car's thermostat working properly?	The thermostat of my car is working properly.	entailment
17992	Please tell me if your laptop battery is overheating?	My laptop battery's temperature remains cool enough.	contradiction
17993	Is this going to be full-time?	I'm cutting back on my hours to part-time.	contradiction
17994	Please tell me if your laptop battery is overheating?	The battery is not overheating. It is not hot to the touch.	contradiction
17995	Can you handle spicy foods?	I like spicy foods.	entailment
17996	Does the fan turn on when the engine warms up?	The fan does turn on when the engine warms up.	entailment
17997	Are there any noises when you brake?	There is not a sound coming from the brakes if I pump them.	contradiction
17998	Did you learn a instrument as a child?	I took violin lessons for 10 years.	entailment
17999	Is there steaming or leak from the cooling system?	No it is not steaming or leaking.	contradiction
18000	Hi, are you okay?	I'm good thanks	entailment
18001	Are you interested in a new industry?	I'd like to work in a new area.	entailment
18002	Would you like to grab lunch sometime?	It would be great to catch up.	entailment
18003	Is your house nearby?	My flat is located Downtown.	neutral
18004	Does the fan turn on when the engine warms up?	It isn't running when the engine warms up.  It isn't running at all.	contradiction
18005	Do you see tiny dots or lines through the LCD display?	No, the LCD does not show any lines. There are no tiny dots or similar spots either.	contradiction
18006	Do you want to go see a movie tonight?	I'd rather go shopping instead.	contradiction
18007	Do you find it too far to commute?	The commute wasn't bad at all.	contradiction
18008	Have you tried different ethnic foods?	I've tried everything I can.	entailment
18009	Is there a secure parking area?	There are plenty of parking options	entailment
18010	When you start the laptop, do you see the splash screen with the Windows logo?	After starting it, I do see that.	entailment
18011	Have you tried Valentina's BBQ?	I haven't been yet	contradiction
18012	When you turn the key, does the starter crank?	Im able to hear crank from the starter.	entailment
18013	Do you have plans tonight?	I'm going out with my sister.	entailment
18014	Do you enjoy heavy metal?	I really don'	contradiction
18015	Are you happy at work?	My work is going well.	entailment
18016	Were you born in this city?	I was born the next town over.	contradiction
18017	Would like to read a fantasy novel?	I often read fantasy.	entailment
18018	Your laptop display connectors are loose. This is causing the display to be blank. Make sure your display connections are all secured tightly in place.	That seemed to do the trick. Thanks for your help!	neutral
18019	Want to eat some spicy food?	Spicy food hurts my stomach.	contradiction
18020	Are you going out tonight?	I am not	contradiction
18021	Have you checked if your car's ignition timing is correct?	It look like my car has incorrect timing. 	entailment
18022	Are you using your laptop in a hot environment?	I am using my laptop in an air conditioned room and it is quite cool.	contradiction
18023	Is everything ok?	I've been stressed out.	contradiction
18024	Have you been downtown yet?	I'm planning to go next week	contradiction
18025	Do you work in the area?	I work just around the corner.	entailment
18026	Do you want to go partying tonight?	I'm too tired tonight, maybe another time.	contradiction
18027	Is your job in Portland?	Most of my clients are located in Portland.	entailment
18028	The weather is supposed to be great, would you want to go and hike the greenbelt this weekend?	I've been itching to go.	entailment
18029	Did you research the pros and cons?	I've had a lot of advice.	entailment
18030	Is the brake fluid level OK?	I checked the brake fluid and it is at the proper level.	entailment
18031	Do you smell antifreeze? It's usually a sweet smell.	I can't smell antifreeze from my car.	contradiction
18032	Anything new going on?	I just got married.	entailment
18033	Are you able to see anything on your laptop's screen?	I don't see anything on it.	contradiction
18034	Can you smell burning or see smoke coming out of the laptop?	It doesn't have any smoke.	contradiction
18035	Does your laptop freeze when it overheats?	It runs well when overheating.	entailment
18036	Do you have Children?	I adopted a son.	entailment
18037	Do you like vegan food?	I prefer non vegan food	contradiction
18038	Do you have an interest in movies?	I see all the good ones.	entailment
18039	Can you hear fan or hard drive sounds from your laptop?	It isn't making audible sound.	contradiction
18040	Is reggae your thing?	More than any other music.	entailment
18041	Is it big?	The size of it is amazing.	entailment
18042	Do you like football?	I love football	entailment
18043	Does the LCD display have a tinted screen or uneven illumitation?	The LCD looks tinted. It's reddish in color.	entailment
18044	 When you apply the brakes, do you feel a jerky feeling through the pedal?	I don't feel any jerking through the pedal when I hit the brakes.	contradiction
18045	Are you looking for an older building?	I like the character of the older New York buildings.	entailment
18046	Would you be interested in a pool party?	I could go for a quick dip.	entailment
18047	Do you want a new challenge?	I feel like |I do	entailment
18048	Do you have any plans tonight?	I'm planning on going straight home.	entailment
18049	Did you move from near-by?	Out of town	contradiction
18050	Do you get the live BIOS splash screen just after you start your computer?	The splash screen does show up after I boot up the computer.	entailment
18051	Would you like to stay in this evening?	I wouldn't mind cozying up at home.	entailment
18052	Is the coolant flowing through the radiator?	I can see a sufficient amount of that flowing.	entailment
18053	When the power supply is connected to the laptop, does the power LED flicker?	I can't see it flicker when the laptop is connected with the power supply.	contradiction
18054	I could really go for some BBQ, are you down?	I had a really big lunch.	contradiction
18055	Are you living near here these days?	Just around the corner.	entailment
18056	Will a good meal be a good idea?	I fancy a huge roast dinner.	entailment
18057	Are you looking for something more mentally challenging?	I'm happy with the job I have	contradiction
18058	Have you been downtown yet?	We went the last time I visited.	entailment
18059	Did you move here for work?	I'm here for a new start	contradiction
18060	Have you ever been to a live rock gig?	I love seeing bands live.	entailment
18061	Do you want to grab a bite?	I'm starving.	entailment
18062	When you turn the key, does the starter crank?	Turning the key makes the starter crank.	entailment
18063	Do you have any interest in going bowling this weekend?	I need to stay in and rest.	contradiction
18064	Do you like parties?	I'm too shy for them.	contradiction
18065	Does the laptop BIOS show that the hard drive is installed?	What to I do to check if the hard drive is being detected in the BIOS?	neutral
18066	Can you shoot pool?	I'm a great shot.	entailment
18067	Want to go get a drink somewhere?	I gave up alcohol.	contradiction
18068	Are you able to see anything on your laptop's screen?	Many things are visible on the laptop screen right now.	entailment
18069	Is it expensive?	New York is crazy expensive.	entailment
18070	Has your move been easy?	I hired a great company.	entailment
18071	Should we meet up for lunch on Monday?	I have a busy Monday.	contradiction
18072	Are you looking for a flat in a walkable neighborhood?	that would be ideal	entailment
18073	Want to go downtown?	I would prefer to stay in this area of town.	contradiction
18074	Have you read the new Stephen King?	I hadn't heard there was one.	contradiction
18075	Do you work near by?	I travel an hour to work.	contradiction
18076	Can you deal with the commute?	I like to read on the subway.	entailment
18077	Are you a vegan?	I try to be.	entailment
18078	Please tell me if your laptop battery is overheating?	No, that's not overheating. 	contradiction
18079	Do you like outdoor activities?	I like fishing.	entailment
18080	Do you want to meet up later to catch up?	I need some alone time.	contradiction
18081	Does you car have a engine temperature gauge on the dashboard?	My care does have a temperature gauge.	entailment
18082	Are you walking home?	The car is around the corner.	contradiction
18083	Is there an open circuit with your car's key in 'run/ON' position?	I have an open circuit. I checked for it after I put my key in the ignition and switched it to ON.	entailment
18084	Does the car battery reads more than 12 Volts?	yes, the battery used by the car is reading higher than 12.	entailment
18085	Are you staying at a hotel?	I thought I was staying with you.	contradiction
18086	Do you enjoy haunted places?	I jump at almost anything.	contradiction
18087	Are you outgoing?	I am an introvert.	contradiction
18088	Do you see tiny dots or lines through the LCD display?	The LCD display doesn't show any lines or dots.	contradiction
18089	Did you bring a warm coat?	I have a down jacket.	entailment
18090	Are you into the cinema?	Is there one nearby?	neutral
18091	Are there any noises when you brake?	There are noises heard. When the brake pedal is pressed, there is noise.	entailment
18092	Do you see the splash screen if you connect your laptop to an external working monitor?	There is a splash screen that appears after I connect the computer to the external monitor.	entailment
18093	Are you relieved to get some time away?	I am very relieved	entailment
18094	Is there steaming or leak from the cooling system?	There definitely isn't any steam from the cooling steam. I don't detect a leak either.	contradiction
18095	Do you work too much?	My boss isn't very good at managing my workload.	entailment
18096	Did you get outside and enjoy the sunny weather last weekend?	Unfortunately I had to work overtime.	contradiction
18097	Do you live in this city?	I've been here for twenty years	entailment
18098	Are the battery terminals dirty?	I checked the terminals on battery, and they are clean.	entailment
18099	You are facing anti-lock braking system failure. See the service manual for instructions to fix the issue.	What's its purpose in my car? Is it dangerous with a failing one?	neutral
18100	Is your laptop fan running all the time when you use the laptop?	My laptop fan is not running at all times when I'm using my laptop. Sometimes, the fan does not run at all. 	contradiction
18101	Do you have a lot of hobbies?	All I ever do is whittle.	contradiction
18102	Do you like your job?	I hate my job.	contradiction
18103	Have you ever attended a job fair?	I've frequented many job fairs over the past few months.	entailment
18104	Do you like reading fictional?	I enjoy fiction.	entailment
18105	You want to grab some coffee?	Coffee sounds good.	entailment
18106	Does your car have a mechanical distributor?	No, the car does not contain a mechanical distributor.	contradiction
18107	Do you often feel unchallenged at work?	My boss doesn't give me enough to do.	entailment
18108	Were you able to sleep during the travel?	I see like a baby.	entailment
18109	Is your laptop display rotated 90 degrees or upside-down?	My laptop display is not rotated.	contradiction
18110	Do you want to try something new?	The work I do here is becoming a bit predictable.	entailment
18111	Is the emergency parking brake working properly?	The emergency parking brake malfunctions.	contradiction
18112	Would you like to meet my new boyfriend?	of course I would	entailment
18113	Will you be participating in any sporting activities on Saturday ?	We have my son's soccer game at noon.	entailment
18114	Do you like to hear orchestras play?	I am not a big follower of classical music.	contradiction
18115	Do you like slow songs?	I would say I don't	contradiction
18116	Is there a 12 volt+ reading at the primary coil?	No the primary coil is not reading 12V	contradiction
18117	Do you own a car?	I've had the same car for 20 years.	entailment
18118	Are you into salsa dancing?	I prefer not to get up when the music starts.	contradiction
18119	Do you like adventure stories?	I read them all the time.	entailment
18120	Do you like your supervisor?	They seem really nice.	entailment
18121	Do you like to go hiking?	It's my favorite.	entailment
18122	Do you love fast life?	I am always on the go.	entailment
18123	Could you Airbnb it?	I'll check.	neutral
18124	Does going out for dinner tonight sound good to you?	I have other plans later.	contradiction
18125	Do you mind crowded places?	I'm a little claustrophobic.	entailment
18126	Is the AC power outlet, to which the laptop power cord is connected, working?	What are the steps I should take to see if the AC power outlet is working?	neutral
18127	Are you staying at a hotel?	My sister is putting me up.	contradiction
18128	Can you swim?	only a little bit	entailment
18129	Is there anything you absolutely won't eat?	I'll eat anything.	contradiction
18130	Do you smoke a lot?	Cigarettes disgust me.	contradiction
18131	Can you smell burning or see smoke coming out of the laptop?	There isn't such a smell from it.	contradiction
18132	Have you seen that new movie?	I did and it was a good movie.	entailment
18133	Will you be living here by yourself?	I have 3 dogs too.	contradiction
18134	do you like museums?	I want to check out the new car museum.	entailment
18135	Do you like songs with acoustic guitar?	They're so romantic.	entailment
18136	Can you eat any type of food?	Anything but shellfish.	contradiction
18137	Is spark getting to the plugs?	No, the spark is not reaching the plugs.	contradiction
18138	When you turn the key, does the starter crank?	Yes, The starter cranks when the key is turned	entailment
18139	Do you like spicy food?	Spicy food is my favorite type of food.	entailment
18140	Have you learned how to play an instrument?	I'm going to start guitar lessons next month.	contradiction
18141	Is there steaming or leak from the cooling system?	The cooling system is neither steaming or leaking.	contradiction
18142	Is it good to see me?	I guess it could be worse!	entailment
18143	Are you going to live alone?	I am thinking of getting a roommate.	contradiction
18144	Do you like to go to the movies?	There's nothing like the big screen of a theater.	entailment
18145	Do you get a 'No Operating System' message when you start the laptop?	The 'No Operating System' message isn't shown upon boot up.	contradiction
18146	Have you been to a concert before?	As often as possible.	entailment
18147	Does the laptop power up without the video card, sound card and hard disk connected?	It does not turn on even with those removed.	contradiction
18148	Does your job involve any sort of computer based work ?	that is my main job	entailment
18149	Are you into fantasy books?	I never read them.	contradiction
18150	Do you like to cook on weekends?	I'd rather go out to a restaurant.	contradiction
18151	Is your laptop display rotated 90 degrees or upside-down?	No, it looks just fine.	contradiction
18152	Is fuel getting to the last fuel filter in line?	The fuel is getting to the last filter in line.	entailment
18153	Are you planning to go out for dinner?	I've got a table booked for 7pm tonight.	entailment
18154	Do you eat red meat?	My favorite is steak.	entailment
18155	Do you like to hear orchestras play?	I'm a member at the symphony.	entailment
18156	Does the car stall in rain?	No, it doesnt stall frequently.	contradiction
18157	Are the car's battery connectors clean and good?	The car battery connectors are clean.	contradiction
18158	Did you like the food you tried when we last ate out?	It was lovely	entailment
18159	Does your career require an upgrade in schooling?	I might need to take a class or two.	entailment
18160	Want to go dancing tonight?	I am not a big nightclub person I'm afraid.	contradiction
18161	Are you living near here these days?	I moved to the next town over.	contradiction
18162	Is there an open circuit with your car's key in 'run/ON' position?	That is not happening when I turn it to the ON position. It seems fine to me.	contradiction
18163	Are you going to go out this weekend?	I think I might	entailment
18164	Do you have a bicycle?	It was stolen last night.	contradiction
18165	Do you need a ride home?	I am getting a taxi with friends.	contradiction
18166	Is there a open circuit in the ignition switch?	I do not notice an open circuit in the ignition switch.	contradiction
18167	Do you have plans for this weekend?	I am watching the football on Saturday and the rugby on Sunday.	entailment
18168	Do you have a single lamp failure? It could be a headlight, a taillight, or a blinker.	This seems to be what is happening. One of my headlights has a lamp failure.	entailment
18169	Do you want to head to a bar?	I'd rather go to a restaurant.	contradiction
18170	Want to come in and have a cup of tea ?	Duty calls, Im heading to work.	contradiction
18171	Do you prefer a patio?	I love sitting outside in the evenings.	entailment
18172	Do you work with data a lot?	I'm bad with numbers.	contradiction
18173	Does your work keep you interested?	I love the challenge of my work.	entailment
18174	Do you read books on an eReader?	On the occasion.	entailment
18175	Are you a fan of horror books?	I hate horror books	contradiction
18176	Wanna hang out at the weekend?	I think that would be fun.	entailment
18177	Do you mind heights?	I try to avoid them.	entailment
18178	Is it important to you to be close to the train?	It's not important.	contradiction
18179	Would you like to go ice skating?	I'd rather go snowshoeing.	contradiction
18180	Do you want to go solo?	I might do	entailment
18181	Are you into outdoor hobbies?	I prefer table tennis and snooker.	contradiction
18182	Do you own a pet?	I moved here so I could have a yard for my dog.	entailment
18183	Want to go see a musical?	I love anything with songs.	entailment
18184	Do like a spicy foods?	I eat spicy BBQ.	entailment
18185	Are you still playing the guitar?	I have been practising a lot.	entailment
18186	Are you an animal lover?	I'd love to have a dog.	entailment
18187	Can you smell burning or see smoke coming out of the laptop?	The laptop is not smoking or smelling like burning.	contradiction
18188	Are you living in a high rise apartment?	Too high and I get queasy.	entailment
18189	Is the antifreeze level in your overflow tank up to the mark?	The antifreeze level in my overflow tank does hit the mark. 	entailment
18190	Do you want to learn to dance samba?	I don't like samba dancing.	contradiction
18191	When you turn ON the laptop, do you hear a series of beeps?	I do not hear a series of beeps from my laptop when I turn it on. It makes no beeps at all.	contradiction
18192	Do you need to stay over at my place?	I have a hotel room.	contradiction
18193	Do you need a lot of space?	I don't have much stuff.	contradiction
18194	Does the fan turn on when the engine warms up?	It is triggered when the temperature increases.	entailment
18195	Do you know anyone in the area?	I know a few faces	entailment
18196	Is this the first time you live in this state?	I am from here.	contradiction
18197	Does the laptop boot after removing all external devices such as external keyboard, mouse and printer?	It does not boot up.	contradiction
18198	Do you work next week?	I work three days next week.	entailment
18199	Do you like reuben sandwiches?	With lots of sauce!	entailment
18200	Are you new to town?	Last week was the first time I'd been here.	entailment
18201	Do you like parties?	I like to go to parties	entailment
18202	Looking forward to this weekend?	We're going to have a lot of fun!	entailment
18203	Are you facing any issue with accessories such as wipers, radio or heater blower?	My wipers, radio, and heater blowers are not causing me any issues.	contradiction
18204	Is there an open circuit with your car's key in 'run/ON' position?	It does not seem like the current stops flowing. I don't notice an open circuit.	contradiction
18205	Is spark getting to the plugs?	The spark is reaching the plugs.	entailment
18206	Do you know anyone there?	I have a few pals.	entailment
18207	Did you get outside and enjoy the sunny weather last weekend?	The weather was very nice so I did go outside.	entailment
18208	Want to see a sports game?	I would love to see the stadium.	entailment
18209	Have you ever been water skiing?	I went tubing one summer.	contradiction
18210	You have broken wires or loose connectors in your display lid. This is causing your display to malfunction.	You were totally right, my display lid had a couple of unhinged connectors. Thank you so much for the tip.	neutral
18211	Do you have a single lamp failure? It could be a headlight, a taillight, or a blinker.	I checked, and I do not have a lamp failure after all.	contradiction
18212	Do you listen to music every day?	I only listen to it at your house.	contradiction
18213	Do you prefer to be active?	I like to go for a run, then chill.	entailment
18214	Are you married now?	I've been married for four years.	entailment
18215	Is the emergency parking brake working properly?	The emergency parking brake no longer holds the car when I park on slopes.	contradiction
18216	Do you want to live in a quiet neighborhood?	I enjoy peace and quiet.	entailment
18217	Do you not like where you live now?	I need something new and exciting.	contradiction
18218	Are you in a book club?	I would like to be	contradiction
18219	Do you like any new song playing on the radio?	There is one by Coldplay I like.	entailment
18220	Would you consider renting the flat out for extra money ?	I am open to it.	entailment
18221	Do you still visit the area often?	I often come by.	entailment
18222	Did your last job allow you a lot of autonomy?	I was just an assistant.	contradiction
18223	Does the laptop BIOS show that the hard drive is installed?	The hard drive isn't installed.	contradiction
18224	Have you tried the tex mex here?	We ate tex mex the last time I visited.	entailment
18225	Is your job something you enjoy?	I'm fortunate to do what I love!	entailment
18226	Would you ever move to a different state?	I'm open to it.	entailment
18227	Do you have experience with this role?	I am one of the most experienced in the area.	entailment
18228	Is your car's radiator leaking from finned section?	There is no leak in the finned section of my car's radiator.	contradiction
18229	Is there steaming or leak from the cooling system?	It looks like there is something like that. It is coming from the cooling system.	entailment
18230	Is spark getting to the plugs?	The spark is not reaching the plugs.	contradiction
18231	Is it a better paid job?	The pay is loads better.	entailment
18232	Do you enjoy seafood	Clams and oysters are delicious.	entailment
18233	Did you go to Glastonbury last year?	I missed it again.	contradiction
18234	Is there an open circuit with your car's key in 'run/ON' position?	There is no open circuit happening in the car.	contradiction
18235	Does the laptop power up without the battery in it?	Yes, it powers up if I take that out. 	entailment
18236	When you turn the key, does the starter crank?	Yes, it does make cranking noise.	entailment
18237	Does your job have decent hours?	I can set my own hours.	entailment
18238	Are you able to see anything on your laptop's screen?	I can see activity on the display. It is fine.	entailment
18239	Did you ever play in the band in high school?	I was a flute player.	entailment
18240	Is your laptop display rotated 90 degrees or upside-down?	It is not rotated or flipped.	contradiction
18241	Have you read any books by Terry Pratchett?	I really enjoed his Long Earth series.	entailment
18242	Are you making more than 80 thousand dollars a year?	Not remotely.	contradiction
18243	Are you willing to get a roommate?	We have an ad for a roommate.	entailment
18244	Does the car stop when you apply the brakes?	The car stops when the brakes are applied.	entailment
18245	Have you ever been to a music festival?	I went to one last week.	entailment
18246	Do you like going to the cinema or watching films in general?	I prefer going to the cinema	entailment
18247	Did you get a job here?	I got a job at the library downtown.	entailment
18248	Please tell me if your laptop battery is overheating?	It's not getting too hot.	contradiction
18249	Are you wanting to move into the capital?	Not necessarily.	neutral
18250	Do you work close?	A few blocks away.	entailment
18251	Are you facing any issue with accessories such as wipers, radio or heater blower?	I haven't experienced any problems with the wipers, radio, heater blower or accessories. Nothing seems to be wrong.	contradiction
18252	Are you going straight to your home?	I have to pick up the kids first.	contradiction
18253	Are you comfortable with kids playing outside?	I think it's good for them.	entailment
18254	Are you into trying new foods?	I'll give anything a go once.	entailment
18255	Does the engine fire on turning the key?	The engine doesn't fire when the key is turned.	contradiction
18256	Are you facing any issue with accessories such as wipers, radio or heater blower?	None of them are malfunctioning right now.	contradiction
18257	You have broken wires or loose connectors in your display lid. This is causing your display to malfunction.	The connectors were the culprit indeed. I had them replaced, and my display works great now. Thanks for your help.	neutral
18258	Would you read military thrillers?	That sounds too serious.	contradiction
18259	Do you live in this city?	This is my hometown	entailment
18260	Are you into mystery thrillers?	I've never read any.	contradiction
18261	Have you been bowling around here?	Not recently.	entailment
18262	Do you like the Dave Matthews Band?	I haven't heard of them.	contradiction
18263	Are you glad the week is over?	It was a challenge.	entailment
18264	Are you using your laptop on a hard and flat surface?	It's on a smooth table.	entailment
18265	Are you willing to share an apartment with a housemate?	I prefer my own space	contradiction
18266	Are community gatherings important?	I'd like to get involved in the community.	entailment
18267	Have you ever gone kayaking?	We went down the river once.	entailment
18268	Do you do accounting tasks, like with spreadsheets?	I seldom work with spreadsheets.	contradiction
18269	Does one or more wheels drag too much?	How can I tell if the wheels drag?	neutral
18270	Do you have a dog?	I am not keen on having pets.	contradiction
18271	Do you like instrumental music?	I often listen to instrumental while working.	entailment
18272	Is country music your favorite music?	It's my least favorite music.	contradiction
18273	Will you be going to see The Killers at Glastonbury this year ?	I missed getting tickets.	contradiction
18274	Did you grow up in the area?	I've only been here once before.	contradiction
18275	Are you able to boot your Windows in Safe Mode?	How do I boot it up while still being in Safe Mode?	neutral
18276	Do you still visit the area often?	My folks live here.	entailment
18277	Is your family well?	My mom just got over a bad cold, poor thing.	contradiction
18278	Does shopping at the mall in the area appeal to you?	I love checking out the latest fashion in my spare time.	entailment
18279	Would you like to keep doing the same thing?	Maybe something different this time would be more enjoyable to me.	contradiction
18280	It appears that your LCD has faulty ribbon lines or faulty liquid crystals. You will have to be replace it to fix this problem.	I replaced my LCD and that fixed my issue. Thank you for the advice!	neutral
18281	Are you able to boot your Windows in Safe Mode?	I'm able to boot it.	entailment
18282	Did you get a new haircut?	I decided to change up my look.	entailment
18283	Does you car have a engine temperature gauge on the dashboard?	I've just checked and there is one located there.	entailment
18284	Does the brake pedal go all the way to the floor?	Yes, it can be pushed down. It can be pushed all the way down to the floor.	entailment
18285	Did you have a nice drive here?	it was lovely	entailment
18286	You have a fuel injector problem. Please see the manual specific to the car model for more details .	What's the best way to fix the carburetor malfunction quickly?	neutral
18287	Are you interesting in switching careers?	I am hoping to.	entailment
18288	Are you planning to go out for dinner?	My mom is making food.	contradiction
18289	Are you looking to meet people?	I could use a few more friends.	entailment
18290	Are you bringing any pets into the flat?	I currently don't have any pets, but would like to get a dog.	entailment
18291	Did you move here because of work?	that was one reason	entailment
18292	Is it true you got married last year?	We're still engaged.	contradiction
18293	Will you be working there?	I just found a job in Soho.	entailment
18294	Do you like fast food?	I only eat healthy food.	contradiction
18295	Is this a profession you want to stay in?	I'd like to move to another area.	contradiction
18296	Do you have any special plans for the weekend?	I want to go to the mall.	entailment
18297	Did you and Jessica ever end up tying the knot?	Jessica and I went our separate ways after high school.	contradiction
18298	Was the trip in alright?	It wasn't any trouble.	entailment
18299	Is the coolant flowing through the radiator?	There is a healthy coolant flow now.	entailment
18300	Do you find your manager always offended?	He's definitely a hothead.	entailment
18301	Do you enjoy dancing?	I did when I was younger	contradiction
18302	Do you spend your time behind a computer screen?	I spend 10 hours a day at my computer.	entailment
18303	Do you enjoy going to music festivals?	I go to a few every summer.	entailment
18304	Are you staying at a hotel?	We are at the Sheraton.	entailment
18305	Do you like American style cuisine?	I like burgers.	entailment
18306	Did you come here by car?	I came by train.	contradiction
18307	Your laptop has a power LED, which should turn ON when an external power supply is connected. When you plug in the power supply, does the power LED turn ON?	When the laptop is plugged in to an external power supply, the LED light comes on. It is bright orange in color.	entailment
18308	Is it true you adopted four children?	They're triplets, actually	contradiction
18309	Do you like to read fiction books?	Nonfiction is better.	contradiction
18310	I understand the issue now. You will have to clean all the air vents of your laptop and replace the active heat sink.	Alright I was able to find the part and replace it and it works great.  Thanks for all your help.	neutral
18311	Have you lived in this area before?	It's my first time here	contradiction
18312	Is there an opportunity to progress up the career ladder in your new job?	There are chances to better yourself.	entailment
18313	Is there a pinhole leak in radiator hose or at the clamps?	There is a pinhle leak in the hose.	entailment
18314	Do you like EDM?	I don't know them	contradiction
18315	Do you work from home?	I need to work in the office.	contradiction
18316	Do you like going ice skating?	I'm not a fan	contradiction
18317	Do you like rock?	I prefer country music.	contradiction
18318	Is the antifreeze level in your overflow tank up to the mark?	It seems to be. It looks to be right in the middle.	entailment
18319	Have you kept in contact with anyone we used to know?	I'm out of touch with everyone.	contradiction
18320	When the power supply is connected to the laptop, does the power LED flicker?	The LED light does not flicker when the laptop is connected to the power supply.	contradiction
18321	Does your mom still make those delicious chocolate chip cookies?	I am the cookie maker now.	contradiction
18322	Do you want to go out to a restaurant?	I'm desperate for something to eat.	entailment
18323	Do you have a degree for your current job?	I don't have a degree at all.	contradiction
18324	Would you like to go ice skating?	I don't know how.	contradiction
18325	Do you like rugby?	I prefer football	contradiction
18326	Do you see tiny dots or lines through the LCD display?	I don't see dots or lines on it.	contradiction
18327	Would you like to rest before we go out?	I could use a disco nap.	entailment
18328	Have you been to the area parks yet?	I've been to one of them.	entailment
18329	Do you have any food allergies?	I can't eat nuts.	entailment
18330	Do you have any kids?	I have three boys.	entailment
18331	Do you read self-help books?	I prefer science fiction.	contradiction
18332	Have you ever tried deer?	My mom served it every Thanksgiving.	entailment
18333	Do you have to work a lot of overtime?	sometimes I do	entailment
18334	Are you into art and culture?	I went to art school for college.	entailment
18335	Do you hear the brakes scrape or grind?	The brakes aren't grinding or scraping when applied.	contradiction
18336	Do you have to work your other job this weekend?	I only have to work on Sunday.	entailment
18337	Are you able to see anything on your laptop's screen?	Nothing is visible on it.	entailment
18338	Do you like adventure stories?	I do like to imagine myself on an adventure.	entailment
18339	The root cause of your issue is the voltage regulator failure. Replacing it will fix the issue.	What exactly is a multimeter?	neutral
18340	Have you tried flushing the engine?	Why do I need to flush the engine? It sounds very risky.	entailment
18341	Do you have cash saved up for a down payment?	I've been saving up for a while now.	entailment
18342	Are you planning on living here for a long time?	I'm a little tired of moving so I'm here to stay.	entailment
18343	Do you work long hours?	They are not that long	contradiction
18344	If you pull over and stay idle, does the car's temperature return to normal?	The car is pulled over and idling. But the temperature is not going back to normal.	contradiction
18345	Would you like to keep doing the same thing?	It's time for something new.	contradiction
18346	Have you seen a live band in concert?	I've been to lots of shows.	entailment
18347	Want to get some dinner together?	I'd like to try the new Italian place.	entailment
18348	Did you like the Harry Potter books?	They were too childish for me.	contradiction
18349	Would you want to go for a walk downtown?	Let's do it.	entailment
18350	Does one or more wheels drag too much?	There's not drag on the wheels.	contradiction
18351	Is fuel getting to the last fuel filter in line?	Where can I find the filter?	neutral
18352	Is the voltage regulator in your car good?	What is the meaning of voltage regulator?	neutral
18353	Did you meet any of the other neighbours?	We had a block party.	entailment
18354	Can you afford $5,000 a month?	Money is no longer a problem with my job.	entailment
18355	Are you leaving before next weekend?	I need to hit the road tomorrow night.	entailment
18356	Do you want me to give you a lift home?	That'd be great!	entailment
18357	Can you check if a fusible link has blown?	It doesn't look like that to me.	contradiction
18358	Were you born in this city?	I was born in Canada.	contradiction
18359	Is your car's radiator leaking from finned section?	I don't see one around there. 	contradiction
18360	Please plug in the AC power adapter to your laptop. Does it boot now?	It didn't end up booting up.	contradiction
18361	Do you like Rnb?	I like some of it	entailment
18362	Do you play video games?	I'm a champ a Mortal Kombat.	entailment
18363	Does the AC/DC power adapter output measure up to the rated volatge?	It does appear to be the same. Its output is the same as the rated voltage.	entailment
18364	Can you check if a fusible link has blown?	The fusible link has not been blown at all.	contradiction
18365	Do you still drink?	I do drink but not very often.	entailment
18366	Does the fan turn on when the engine warms up?	Yes, it is. When it gets warm the fan turns on.	entailment
18367	Is the coolant flowing through the radiator?	I have never checked that before. Can you please tell me how?	neutral
18368	Is the brake fluid level OK?	I believe the brake fluid is at the correct level.	entailment
18369	Is there an open circuit with your car's key in 'run/ON' position?	There's an open circuit when the key is in run/ON.	entailment
18370	Do you have friends that live around here?	I don't know anyone in town.	contradiction
18371	Do you work in Tech?	I'm a firefighter.	contradiction
18372	Do you like fiction?	I prefer true stories.	contradiction
